filename,width,height,class,xmin,ymin,xmax,ymax
AUT-0022.jpg,3648,2736,bolt_b,1724,437,1878,604
AUT-0022.jpg,3648,2736,bolt_b,1663,2142,1814,2291
AUT-0023.jpg,3648,2736,bolt_b,1482,1425,1760,1692
AUT-0023.jpg,3648,2736,bolt_b,2631,1429,2910,1719
AUT-0024.jpg,3648,2736,bolt_b,584,1234,768,1412
AUT-0024.jpg,3648,2736,bolt_b,2737,1200,2926,1369
AUT-0025.jpg,2736,3648,bolt_b,1266,1538,1743,2008
AUT-0026.jpg,3648,2736,vague,1732,429,1792,475
AUT-0026.jpg,3648,2736,vague,1926,419,1984,468
AUT-0026.jpg,3648,2736,vague,1733,1267,1807,1334
AUT-0026.jpg,3648,2736,vague,1956,1264,2037,1331
AUT-0027.jpg,3648,2736,bolt_b,860,1525,1064,1718
AUT-0027.jpg,3648,2736,bolt_b,2686,1553,2874,1743
AUT-0027.jpg,3648,2736,vague,2631,2231,2742,2337
AUT-0027.jpg,3648,2736,vague,2763,2139,2867,2248
AUT-0028.jpg,3648,2736,bolt_a,1797,1161,2044,1406
AUT-0028.jpg,3648,2736,bolt_a,2221,1122,2471,1377
AUT-0029.jpg,3648,2736,bolt_b,849,1976,1054,2174
AUT-0029.jpg,3648,2736,bolt_b,2888,1926,3091,2128
AUT-0030.jpg,2736,3648,bolt_a,869,1285,1129,1556
AUT-0030.jpg,2736,3648,bolt_a,1366,1301,1620,1543
AUT-0030.jpg,2736,3648,bolt_a,903,1850,1143,2089
AUT-0030.jpg,2736,3648,bolt_a,1385,1854,1617,2096
AUT-0031.jpg,2736,3648,bolt_b,742,1798,951,2007
AUT-0031.jpg,2736,3648,bolt_b,1164,1781,1366,1994
AUT-0031.jpg,2736,3648,bolt_b,1163,2225,1372,2432
AUT-0031.jpg,2736,3648,bolt_b,768,2246,972,2449
AUT-0032.jpg,3648,2736,bolt_b,2406,1751,2723,2065
AUT-0033.jpg,3648,2736,bolt_a,1474,1302,1851,1682
AUT-0033.jpg,3648,2736,bolt_a,2243,1240,2600,1574
AUT-0034.jpg,3648,2736,bolt_b,1420,985,1797,1348
AUT-0035.jpg,3648,2736,bolt_a,1686,1029,1948,1317
AUT-0035.jpg,3648,2736,bolt_a,2334,1017,2616,1330
AUT-0035.jpg,3648,2736,bolt_a,2308,1597,2601,1878
AUT-0035.jpg,3648,2736,bolt_a,1652,1605,1941,1878
AUT-0036.jpg,3648,2736,vague,338,1869,412,1954
AUT-0036.jpg,3648,2736,vague,331,2000,409,2079
AUT-0036.jpg,3648,2736,vague,470,1832,535,1918
AUT-0036.jpg,3648,2736,vague,471,1955,540,2037
AUT-0036.jpg,3648,2736,bolt_a,2100,1051,2380,1304
AUT-0037.jpg,3648,2736,bolt_b,1732,1534,2009,1795
AUT-0038.jpg,3648,2736,bolt_b,1714,1135,1999,1416
AUT-0039.jpg,3648,2736,bolt_a,1749,846,1979,1076
AUT-0040.jpg,3648,2736,bolt_a,1944,1236,2285,1544
AUT-0041.jpg,2736,3648,vague,979,1271,1043,1346
AUT-0041.jpg,2736,3648,vague,1425,1070,1507,1156
AUT-0042.jpg,2736,3648,bolt_b,1021,1231,1299,1520
AUT-0043.jpg,2736,3648,bolt_b,1328,1493,1589,1755
AUT-0044.jpg,2736,3648,bolt_a,1053,1489,1276,1710
AUT-0045.jpg,3648,2736,bolt_b,1051,808,1654,1411
AUT-0046.jpg,3648,2736,bolt_b,1532,1249,1838,1535
AUT-0047.jpg,2736,3648,bolt_b,1155,1560,1410,1828
AUT-0048.jpg,3648,2736,bolt_b,772,778,989,944
AUT-0048.jpg,3648,2736,bolt_b,2433,702,2651,874
AUT-0049.jpg,3648,2736,bolt_a,2335,1442,2519,1637
AUT-0049.jpg,3648,2736,bolt_a,1776,1925,1987,2122
AUT-0050.jpg,2736,3648,bolt_b,1376,1469,1430,1520
AUT-0050.jpg,2736,3648,bolt_b,1147,1491,1211,1541
AUT-0050.jpg,2736,3648,bolt_b,1488,2994,1533,3042
AUT-0050.jpg,2736,3648,vague,1193,2321,1236,2359
AUT-0050.jpg,2736,3648,vague,1411,2280,1456,2319
AUT-0051.jpg,2736,3648,bolt_b,1344,1682,1428,1772
AUT-0051.jpg,2736,3648,bolt_b,1293,870,1343,927
AUT-0051.jpg,2736,3648,bolt_b,918,924,980,980
AUT-0052.jpg,2736,3648,bolt_a,1321,301,1458,423
AUT-0052.jpg,2736,3648,bolt_a,1379,2539,1507,2683
AUT-0053.jpg,2736,3648,bolt_a,1349,1682,1485,1822
AUT-0054.jpg,3648,2736,bolt_a,830,1011,992,1171
AUT-0054.jpg,3648,2736,bolt_a,1221,937,1365,1080
AUT-0054.jpg,3648,2736,bolt_a,1672,1082,1796,1204
AUT-0054.jpg,3648,2736,bolt_a,2353,1533,2475,1662
AUT-0055.jpg,2736,3648,bolt_b,722,785,877,942
AUT-0055.jpg,2736,3648,bolt_b,982,1998,1117,2126
AUT-0056.jpg,3648,2736,bolt_b,1422,1383,1593,1544
AUT-0056.jpg,3648,2736,bolt_b,2244,1336,2421,1497
AUT-0057.jpg,3648,2736,bolt_a,697,1003,898,1194
AUT-0057.jpg,3648,2736,bolt_a,2033,573,2215,764
AUT-0057.jpg,3648,2736,bolt_b,2801,681,2995,880
AUT-0057.jpg,3648,2736,bolt_b,2916,1231,3105,1402
AUT-0057.jpg,3648,2736,bolt_a,2350,1690,2523,1845
AUT-0057.jpg,3648,2736,bolt_a,1159,2071,1327,2234
AUT-0058.jpg,2736,3648,bolt_a,1047,2123,1165,2244
AUT-0058.jpg,2736,3648,bolt_a,1079,2481,1189,2593
AUT-0058.jpg,2736,3648,bolt_a,1432,2431,1544,2547
AUT-0058.jpg,2736,3648,bolt_a,1416,2082,1534,2211
AUT-0059.jpg,2736,3648,bolt_a,122,1846,263,1982
AUT-0059.jpg,2736,3648,bolt_a,257,2185,379,2308
AUT-0059.jpg,2736,3648,bolt_a,1496,1476,1621,1624
AUT-0059.jpg,2736,3648,bolt_a,1582,1826,1713,1954
AUT-0059.jpg,2736,3648,bolt_b,2213,1685,2338,1805
AUT-0059.jpg,2736,3648,bolt_a,1446,3026,1577,3157
AUT-0059.jpg,2736,3648,bolt_a,1925,2779,2104,2958
AUT-0059.jpg,2736,3648,bolt_b,2183,2751,2357,2929
AUT-0059.jpg,2736,3648,bolt_b,2339,1930,2492,2088
AUT-0060.jpg,2736,3648,bolt_b,325,1878,654,2175
AUT-0060.jpg,2736,3648,bolt_b,1742,1830,2041,2136
AUT-0061.jpg,2736,3648,bolt_b,1021,1704,1302,1983
AUT-0062.jpg,3648,2736,vague,1007,1741,1207,1940
AUT-0062.jpg,3648,2736,vague,1239,1211,1446,1425
AUT-0062.jpg,3648,2736,vague,1753,965,1955,1156
AUT-0062.jpg,3648,2736,vague,2252,1084,2458,1282
AUT-0062.jpg,3648,2736,vague,1167,2249,1375,2442
AUT-0063.jpg,3648,2736,bolt_a,582,712,897,1028
AUT-0063.jpg,3648,2736,bolt_a,593,1480,897,1769
AUT-0063.jpg,3648,2736,bolt_a,1775,1643,2073,1936
AUT-0063.jpg,3648,2736,bolt_a,1786,475,2087,788
AUT-0063.jpg,3648,2736,bolt_a,2962,762,3278,1046
AUT-0063.jpg,3648,2736,bolt_a,2934,1507,3245,1791
AUT-0063.jpg,3648,2736,bolt_c,2851,1901,3219,2121
AUT-0063.jpg,3648,2736,bolt_c,2274,2116,2788,2433
AUT-0063.jpg,3648,2736,bolt_c,1120,2090,1541,2383
AUT-0063.jpg,3648,2736,bolt_c,493,1890,881,2144
AUT-0064.jpg,3648,2736,bolt_b,851,663,1192,979
AUT-0064.jpg,3648,2736,bolt_b,1250,1267,1615,1614
AUT-0064.jpg,3648,2736,bolt_b,2125,1429,2502,1795
AUT-0064.jpg,3648,2736,bolt_b,2815,1044,3142,1347
AUT-0064.jpg,3648,2736,vague,1204,1702,1308,1803
AUT-0064.jpg,3648,2736,vague,1670,2503,1800,2635
AUT-0064.jpg,3648,2736,vague,2505,1915,2615,2028
AUT-0065.jpg,2736,3648,bolt_b,636,1141,1025,1517
AUT-0065.jpg,2736,3648,bolt_b,441,2098,896,2587
AUT-0066.jpg,3648,2736,bolt_b,1023,908,1594,1462
AUT-0067.jpg,2736,3648,bolt_b,861,917,1268,1350
AUT-0067.jpg,2736,3648,bolt_b,275,1905,975,2421
AUT-0067.jpg,2736,3648,bolt_b,1183,1221,1761,1591
AUT-0067.jpg,2736,3648,vague,1506,3366,1803,3638
AUT-0068.jpg,2736,3648,bolt_b,578,1197,1132,1612
AUT-0068.jpg,2736,3648,bolt_b,1585,1605,2274,2205
AUT-0068.jpg,2736,3648,bolt_b,855,689,1258,1093
AUT-0068.jpg,2736,3648,vague,812,3285,1135,3628
AUT-0069.jpg,2736,3648,bolt_b,1430,541,1776,912
AUT-0069.jpg,2736,3648,bolt_b,970,1214,1359,1578
AUT-0069.jpg,2736,3648,bolt_b,1226,2117,1625,2513
AUT-0069.jpg,2736,3648,bolt_b,2034,2629,2399,2984
AUT-0070.jpg,2736,3648,bolt_b,1176,1301,1356,1499
AUT-0070.jpg,2736,3648,bolt_a,1746,725,1919,924
AUT-0070.jpg,2736,3648,bolt_b,1930,825,2207,1116
AUT-0070.jpg,2736,3648,bolt_b,1463,1321,1802,1664
AUT-0070.jpg,2736,3648,bolt_b,1653,2374,2068,2795
AUT-0071.jpg,3648,2736,bolt_b,1575,1169,1830,1435
AUT-0071.jpg,3648,2736,bolt_a,2517,878,2847,1168
AUT-0071.jpg,3648,2736,bolt_c,2743,602,2899,935
AUT-0072.jpg,3648,2736,bolt_b,598,1401,877,1685
AUT-0072.jpg,3648,2736,bolt_b,2623,1091,2904,1376
AUT-0073.jpg,2736,3648,bolt_b,660,1268,825,1428
AUT-0073.jpg,2736,3648,bolt_b,535,1909,724,2104
AUT-0073.jpg,2736,3648,bolt_b,1991,2213,2169,2386
AUT-0073.jpg,2736,3648,bolt_b,1924,1489,2077,1646
AUT-0073.jpg,2736,3648,bolt_c,1852,3026,2054,3114
AUT-0074.jpg,3648,2736,bolt_b,451,702,746,939
AUT-0074.jpg,3648,2736,bolt_b,946,779,1188,1013
AUT-0074.jpg,3648,2736,bolt_b,1379,797,1634,1013
AUT-0074.jpg,3648,2736,bolt_b,2006,797,2251,1039
AUT-0074.jpg,3648,2736,bolt_b,2458,776,2716,1023
AUT-0074.jpg,3648,2736,bolt_b,2932,704,3213,962
AUT-0075.jpg,3648,2736,bolt_b,931,1691,1119,1872
AUT-0075.jpg,3648,2736,bolt_b,2442,1432,2614,1600
AUT-0076.jpg,2736,3648,bolt_a,1058,605,1412,928
AUT-0076.jpg,2736,3648,bolt_a,1235,1105,1582,1470
AUT-0076.jpg,2736,3648,bolt_a,1035,1578,1366,1912
AUT-0076.jpg,2736,3648,bolt_a,1158,2262,1466,2566
AUT-0077.jpg,2736,3648,bolt_b,979,1901,1063,1986
AUT-0077.jpg,2736,3648,bolt_b,1247,1932,1344,2033
AUT-0077.jpg,2736,3648,bolt_b,991,2080,1075,2149
AUT-0077.jpg,2736,3648,bolt_b,997,2219,1087,2290
AUT-0077.jpg,2736,3648,bolt_b,979,1715,1056,1791
AUT-0077.jpg,2736,3648,bolt_b,977,1574,1051,1654
AUT-0077.jpg,2736,3648,bolt_b,1484,1890,1575,1980
AUT-0077.jpg,2736,3648,bolt_b,1490,2066,1566,2144
AUT-0077.jpg,2736,3648,bolt_b,1491,2212,1569,2286
AUT-0077.jpg,2736,3648,bolt_b,1481,1711,1556,1786
AUT-0077.jpg,2736,3648,bolt_b,1485,1573,1561,1648
AUT-0078.jpg,3648,2736,bolt_a,2343,1845,2760,2211
AUT-0078.jpg,3648,2736,bolt_b,2274,445,3083,1228
AUT-0079.jpg,2736,3648,bolt_b,262,1170,434,1343
AUT-0079.jpg,2736,3648,bolt_b,771,1833,936,1992
AUT-0079.jpg,2736,3648,bolt_b,492,2521,641,2678
AUT-0079.jpg,2736,3648,bolt_a,2164,1345,2334,1540
AUT-0079.jpg,2736,3648,bolt_a,2424,1356,2610,1522
AUT-0080.jpg,3648,2736,bolt_b,1078,498,1261,688
AUT-0080.jpg,3648,2736,bolt_b,621,1307,822,1476
AUT-0080.jpg,3648,2736,bolt_b,1172,2014,1333,2187
AUT-0080.jpg,3648,2736,bolt_b,1610,2359,1726,2476
AUT-0080.jpg,3648,2736,bolt_b,1969,2465,2080,2580
AUT-0080.jpg,3648,2736,bolt_b,2306,1746,2430,1885
AUT-0080.jpg,3648,2736,bolt_b,2454,1178,2567,1299
AUT-0080.jpg,3648,2736,bolt_b,2312,641,2434,778
AUT-0081.jpg,3648,2736,bolt_b,707,190,883,374
AUT-0081.jpg,3648,2736,bolt_b,289,948,474,1098
AUT-0081.jpg,3648,2736,bolt_b,809,1644,972,1802
AUT-0081.jpg,3648,2736,bolt_b,870,2304,992,2433
AUT-0081.jpg,3648,2736,bolt_b,1260,2011,1369,2120
AUT-0081.jpg,3648,2736,bolt_b,1718,2603,1830,2721
AUT-0081.jpg,3648,2736,bolt_b,1632,2161,1747,2278
AUT-0081.jpg,3648,2736,bolt_b,2147,1513,2291,1658
AUT-0081.jpg,3648,2736,bolt_b,2388,940,2515,1066
AUT-0081.jpg,3648,2736,bolt_b,2170,344,2317,490
AUT-0082.jpg,3648,2736,bolt_b,934,57,1208,334
AUT-0082.jpg,3648,2736,bolt_b,1733,648,1902,814
AUT-0082.jpg,3648,2736,bolt_b,2349,860,2514,1014
AUT-0082.jpg,3648,2736,bolt_b,2518,1489,2677,1644
AUT-0082.jpg,3648,2736,bolt_b,1365,1769,1555,1950
AUT-0082.jpg,3648,2736,bolt_b,1219,1112,1391,1282
AUT-0083.jpg,3648,2736,bolt_b,1984,1028,2253,1294
AUT-0084.jpg,2736,3648,bolt_a,661,1042,868,1222
AUT-0084.jpg,2736,3648,bolt_a,1485,943,1703,1143
AUT-0084.jpg,2736,3648,bolt_a,1741,2510,1966,2754
AUT-0084.jpg,2736,3648,bolt_a,690,2638,934,2908
AUT-0085.jpg,2736,3648,bolt_a,1091,1090,1377,1403
AUT-0085.jpg,2736,3648,bolt_a,1234,2545,1521,2858
AUT-0086.jpg,3648,2736,bolt_a,825,1213,1072,1441
AUT-0086.jpg,3648,2736,bolt_a,1362,1193,1597,1411
AUT-0086.jpg,3648,2736,bolt_a,1867,1183,2097,1376
AUT-0086.jpg,3648,2736,bolt_a,2376,1162,2611,1367
AUT-0086.jpg,3648,2736,vague,665,2499,823,2637
AUT-0086.jpg,3648,2736,vague,2356,2285,2503,2423
AUT-0086.jpg,3648,2736,vague,2899,2059,3059,2219
AUT-0086.jpg,3648,2736,bolt_b,3120,1492,3311,1689
AUT-0087.jpg,3648,2736,bolt_a,240,599,468,805
AUT-0087.jpg,3648,2736,bolt_a,720,579,923,775
AUT-0087.jpg,3648,2736,bolt_a,1168,574,1356,758
AUT-0087.jpg,3648,2736,bolt_c,57,278,361,447
AUT-0087.jpg,3648,2736,bolt_c,616,271,876,444
AUT-0087.jpg,3648,2736,bolt_c,1105,271,1348,432
AUT-0087.jpg,3648,2736,bolt_c,1586,270,1799,426
AUT-0087.jpg,3648,2736,bolt_a,1593,546,1775,730
AUT-0087.jpg,3648,2736,bolt_b,1916,598,2062,762
AUT-0087.jpg,3648,2736,bolt_b,2438,572,2625,759
AUT-0087.jpg,3648,2736,bolt_b,2373,1372,2554,1552
AUT-0087.jpg,3648,2736,bolt_b,1891,1749,2033,1889
AUT-0088.jpg,2736,3648,bolt_b,968,1557,1046,1639
AUT-0088.jpg,2736,3648,bolt_b,972,1699,1049,1774
AUT-0088.jpg,2736,3648,bolt_b,968,1883,1051,1970
AUT-0088.jpg,2736,3648,bolt_b,979,2054,1064,2141
AUT-0088.jpg,2736,3648,bolt_b,976,2200,1078,2280
AUT-0088.jpg,2736,3648,bolt_b,1474,2195,1560,2275
AUT-0088.jpg,2736,3648,bolt_b,1469,2052,1555,2132
AUT-0088.jpg,2736,3648,bolt_b,1470,1875,1566,1966
AUT-0088.jpg,2736,3648,bolt_b,1465,1701,1552,1777
AUT-0088.jpg,2736,3648,bolt_b,1472,1554,1552,1633
AUT-0088.jpg,2736,3648,bolt_b,1229,1911,1336,2018
AUT-0089.jpg,3648,2736,bolt_a,1380,937,1754,1302
AUT-0090.jpg,3648,2736,bolt_b,5,1069,132,1216
AUT-0090.jpg,3648,2736,bolt_b,1397,1090,1534,1220
AUT-0090.jpg,3648,2736,bolt_b,1673,1081,1810,1214
AUT-0090.jpg,3648,2736,bolt_b,1958,1089,2089,1216
AUT-0090.jpg,3648,2736,bolt_b,2222,1066,2357,1199
AUT-0090.jpg,3648,2736,bolt_b,1692,1877,1813,2002
AUT-0090.jpg,3648,2736,bolt_b,2207,1877,2326,2007
AUT-0090.jpg,3648,2736,bolt_b,2218,2183,2304,2279
AUT-0090.jpg,3648,2736,bolt_b,1433,1884,1554,2003
AUT-0090.jpg,3648,2736,bolt_c,89,580,318,744
AUT-0091.jpg,2736,3648,bolt_a,1082,1605,1420,1957
AUT-0092.jpg,3648,2736,vague,822,171,901,255
AUT-0092.jpg,3648,2736,bolt_a,1276,833,1405,958
AUT-0092.jpg,3648,2736,bolt_a,702,1582,834,1693
AUT-0092.jpg,3648,2736,bolt_a,965,1615,1089,1736
AUT-0092.jpg,3648,2736,vague,880,1863,1003,1978
AUT-0092.jpg,3648,2736,bolt_a,1918,1893,2137,2101
AUT-0092.jpg,3648,2736,bolt_a,2067,734,2207,868
AUT-0092.jpg,3648,2736,bolt_a,2960,911,3122,1065
AUT-0093.jpg,3648,2736,bolt_a,1813,1319,1995,1509
AUT-0094.jpg,2736,3648,bolt_b,1110,728,1550,1201
AUT-0094.jpg,2736,3648,bolt_b,1078,2471,1529,2947
AUT-0095.jpg,3648,2736,bolt_a,1991,1305,2360,1671
AUT-0095.jpg,3648,2736,bolt_b,3331,155,3594,402
AUT-0096.jpg,2736,3648,bolt_a,1312,1409,1593,1735
AUT-0096.jpg,2736,3648,bolt_a,1343,2047,1620,2409
AUT-0096.jpg,2736,3648,bolt_c,1693,2666,2258,3039
AUT-0097.jpg,2736,3648,bolt_b,1143,112,1397,389
AUT-0097.jpg,2736,3648,bolt_b,1185,2132,1493,2439
AUT-0098.jpg,3648,2736,bolt_b,898,1319,1056,1442
AUT-0098.jpg,3648,2736,bolt_a,1302,1259,1463,1404
AUT-0098.jpg,3648,2736,bolt_a,2684,1191,2849,1341
AUT-0099.jpg,2736,3648,bolt_b,965,1405,1230,1686
AUT-0099.jpg,2736,3648,bolt_b,894,2149,1177,2425
AUT-0100.jpg,1678,1677,vague,613,555,666,605
AUT-0100.jpg,1678,1677,bolt_a,622,727,669,775
AUT-0100.jpg,1678,1677,bolt_a,625,892,672,942
AUT-0100.jpg,1678,1677,bolt_a,958,890,1007,937
AUT-0100.jpg,1678,1677,bolt_a,958,718,1008,769
AUT-0100.jpg,1678,1677,vague,954,553,1006,602
AUT-0101.jpg,1733,1733,vague,1050,651,1100,692
AUT-0102.jpg,2476,2476,bolt_a,1351,594,1428,665
AUT-0102.jpg,2476,2476,bolt_a,1370,1219,1442,1297
AUT-0102.jpg,2476,2476,bolt_c,991,716,1030,781
AUT-0102.jpg,2476,2476,bolt_c,996,1277,1038,1346
AUT-0102.jpg,2476,2476,bolt_c,1667,680,1704,747
AUT-0102.jpg,2476,2476,bolt_c,1677,1267,1716,1337
AUT-0103.jpg,878,823,vague,354,83,408,133
AUT-0103.jpg,878,823,vague,337,523,387,570
AUT-0103.jpg,878,823,bolt_c,126,110,158,158
AUT-0103.jpg,878,823,bolt_c,602,128,628,176
AUT-0103.jpg,878,823,bolt_c,115,527,148,575
AUT-0103.jpg,878,823,bolt_c,590,535,618,592
AUT-0104.jpg,698,667,bolt_c,280,200,348,251
AUT-0104.jpg,698,667,vague,439,300,480,340
AUT-0104.jpg,698,667,vague,459,345,496,384
AUT-0104.jpg,698,667,vague,584,201,623,239
AUT-0104.jpg,698,667,vague,618,233,662,271
AUT-0105.jpg,696,632,vague,164,304,190,333
AUT-0105.jpg,696,632,vague,205,265,235,295
AUT-0105.jpg,696,632,vague,272,266,298,292
AUT-0105.jpg,696,632,vague,313,305,340,332
AUT-0106.jpg,642,623,vague,178,350,199,369
AUT-0106.jpg,642,623,vague,216,323,238,345
AUT-0106.jpg,642,623,vague,268,326,290,348
AUT-0106.jpg,642,623,bolt_c,403,72,420,104
AUT-0106.jpg,642,623,bolt_c,410,408,432,442
AUT-0107.jpg,833,687,vague,276,305,304,333
AUT-0107.jpg,833,687,vague,316,267,340,294
AUT-0107.jpg,833,687,vague,379,266,404,294
AUT-0107.jpg,833,687,vague,425,305,453,329
AUT-0108.jpg,2736,3648,bolt_b,1052,1494,1366,1816
AUT-0108.jpg,2736,3648,bolt_b,978,2334,1304,2660
AUT-0109.jpg,3648,2736,bolt_b,911,1308,1180,1554
AUT-0109.jpg,3648,2736,bolt_a,949,985,1077,1117
AUT-0109.jpg,3648,2736,bolt_a,2484,952,2621,1090
AUT-0110.jpg,2736,3648,bolt_a,1012,1842,1355,2219
AUT-0111.jpg,3648,2736,bolt_a,1166,1123,1548,1525
AUT-0111.jpg,3648,2736,bolt_a,2606,1194,2986,1591
AUT-0112.jpg,2736,3648,bolt_b,1038,1812,1390,2147
AUT-0112.jpg,2736,3648,bolt_b,1040,3007,1405,3401
AUT-0113.jpg,3648,2736,bolt_b,851,1348,1103,1602
AUT-0113.jpg,3648,2736,bolt_b,2628,1345,2900,1611
AUT-0114.jpg,2736,3648,bolt_b,583,1771,962,2164
AUT-0115.jpg,2736,3648,bolt_a,918,1775,974,1830
AUT-0115.jpg,2736,3648,bolt_a,941,2081,994,2140
AUT-0115.jpg,2736,3648,bolt_c,732,2152,810,2200
AUT-0115.jpg,2736,3648,bolt_b,1338,2152,1429,2242
AUT-0115.jpg,2736,3648,bolt_b,1367,2656,1450,2739
AUT-0115.jpg,2736,3648,bolt_c,1408,1447,1468,1539
AUT-0116.jpg,2736,3648,bolt_b,990,2000,1276,2291
AUT-0117.jpg,3648,2736,bolt_b,1816,1136,1973,1296
AUT-0118.jpg,3648,2736,bolt_b,2016,1311,2345,1629
AUT-0119.jpg,3648,2736,bolt_b,1318,346,1720,751
AUT-0119.jpg,3648,2736,bolt_b,2325,812,2720,1223
AUT-0119.jpg,3648,2736,bolt_b,874,1390,1274,1767
AUT-0119.jpg,3648,2736,bolt_b,1897,1804,2258,2195
AUT-0120.jpg,3648,2736,bolt_b,1531,841,1797,1155
AUT-0120.jpg,3648,2736,bolt_b,2393,836,2675,1144
AUT-0120.jpg,3648,2736,bolt_b,1542,1592,1799,1896
AUT-0120.jpg,3648,2736,bolt_c,301,445,442,556
AUT-0120.jpg,3648,2736,vague,1562,458,1711,627
AUT-0121.jpg,2736,3648,bolt_b,1255,959,1642,1358
AUT-0121.jpg,2736,3648,bolt_b,1266,1980,1594,2344
AUT-0122.jpg,3648,2736,bolt_b,894,1345,1383,1848
AUT-0122.jpg,3648,2736,bolt_b,2491,1254,2994,1751
AUT-0123.jpg,3648,2736,bolt_b,959,1509,1182,1708
AUT-0123.jpg,3648,2736,bolt_b,2779,1240,3005,1467
AUT-0124.jpg,2736,3648,bolt_b,1066,1175,1362,1482
AUT-0124.jpg,2736,3648,bolt_b,1285,2650,1590,2963
AUT-0125.jpg,2736,3648,bolt_a,820,2165,1062,2422
AUT-0126.jpg,3648,2736,bolt_b,1988,753,2160,934
AUT-0126.jpg,3648,2736,bolt_b,2058,1386,2244,1588
AUT-0127.jpg,3648,2736,bolt_b,2026,1025,2203,1197
AUT-0127.jpg,3648,2736,bolt_b,2086,1642,2288,1837
AUT-0128.jpg,3648,2736,bolt_b,1551,1297,2148,1857
AUT-0129.jpg,2736,3648,bolt_b,1328,1829,1635,2159
AUT-0130.jpg,3648,2736,bolt_a,1099,971,1448,1339
AUT-0131.jpg,3648,2736,bolt_a,1336,1163,1558,1375
AUT-0131.jpg,3648,2736,bolt_a,1371,1930,1589,2168
AUT-0131.jpg,3648,2736,bolt_a,2242,1075,2458,1290
AUT-0131.jpg,3648,2736,bolt_a,2296,1874,2522,2103
AUT-0131.jpg,3648,2736,bolt_a,1793,1486,2055,1764
AUT-0132.jpg,3648,2736,bolt_b,694,1213,968,1479
AUT-0132.jpg,3648,2736,bolt_b,1962,1282,2254,1562
AUT-0133.jpg,2736,3648,bolt_a,931,666,1535,1281
AUT-0133.jpg,2736,3648,bolt_a,1024,1962,1535,2485
AUT-0134.jpg,3648,2736,bolt_b,442,371,936,853
